,Brand,ProductName,ProductScore,ReviewCount,ProductPrice,Category,UserReview
0,Adidas,Adidas Adizero Adios 4 ,90,3380,85,running-shoes,4.5
1,Adidas,Adidas X90004D ,87,67,100,running-shoes,4.5
2,Adidas,Adidas Adizero Adios 5 ,87,1312,60,running-shoes,4.3
3,Adidas,Adidas ZX 2K 4D ,68,21,100,running-shoes,4.2
4,Adidas,Adidas 4DFWD Pulse New ,71,68,80,running-shoes,3.9
5,Adidas,Adidas Adizero Pro ,89,657,70,running-shoes,4.5
7,Adidas,Adidas Terrex Agravic BOA ,88,1195,110,running-shoes,4.5
8,Adidas,Adidas Energy Falcon X ,80,4720,37,running-shoes,4.5
9,Adidas,Adidas Ultra 4D ,85,61,176,running-shoes,4.1
10,Adidas,Adidas Ultraboost DNA 1.0 ,86,400,95,running-shoes,4.7
11,Adidas,Adidas Adizero Boston 9 ,85,1617,72,running-shoes,4.4
12,Adidas,Adidas Ultraboost 20 ,92,122360,60,running-shoes,4.7
13,Adidas,Adidas Ultraboost 22 Lab test ,90,17077,62,running-shoes,4.7
14,Adidas,Adidas SolarGlide 4 ,84,692,50,running-shoes,4.4
15,Adidas,Adidas Ultraboost DNA ,91,26945,38,running-shoes,4.6
16,Adidas,Adidas Solarglide 5 ,87,1207,53,running-shoes,4.5
17,Adidas,Adidas Adizero Boston 8 ,89,3665,140,running-shoes,4.5
18,Adidas,Adidas Duramo 9 ,80,35814,65,running-shoes,4.4
19,Adidas,Adidas Adizero Adios Pro 2.0 Lab test ,93,897,129,running-shoes,4.7
20,Adidas,Adidas Adizero Takumi-Sen 6 ,81,192,70,running-shoes,4.3
21,Adidas,Adidas Terrex Two Flow ,88,2361,50,running-shoes,4.6
22,Adidas,Adidas Astrarun ,77,3058,38,running-shoes,4.3
23,Adidas,Adidas Solar Glide ST ,85,7314,70,running-shoes,4.5
24,Adidas,Adidas Solar Glide ST 19 ,83,650,60,running-shoes,4.4
25,Adidas,Adidas Adizero Adios 7 ,70,157,70,running-shoes,4.1
26,Adidas,Adidas Solar Glide 19 ,87,9850,99,running-shoes,4.5
27,Adidas,Adidas Galaxy 5 ,87,34574,43,running-shoes,4.5
28,Adidas,Adidas 4DFWD ,92,1056,220,running-shoes,4.5
29,Adidas,Adidas Questar Flow NXT ,76,16321,27,running-shoes,4.2
30,Adidas,Adidas SL Loop CT ,87,147,60,sneakers,4.4
32,Adidas,Adidas Crazy 1 ADV ,84,222,50,sneakers,4.2
33,Adidas,Adidas EQT Support Ultra ,86,139,85,sneakers,4.3
34,Adidas,Adidas SL Rise ,89,166,30,sneakers,4.4
35,Adidas,Adidas NMD_R1 v2 ,94,10083,60,sneakers,4.7
36,Adidas,Adidas Yeezy QNTM ,73,15,149,sneakers,4.1
37,Adidas,Adidas Ninja ZX 2K Boost ,90,127,70,sneakers,4.5
38,Adidas,Adidas EQT Support RF Primeknit ,90,2129,70,sneakers,4.5
39,Adidas,Adidas NMD_R2 ,92,27131,40,sneakers,4.6
40,Adidas,Adidas EQT Support Ultra PK King Push ,88,302,60,sneakers,4.4
42,Adidas,Adidas NMD_R1 GTX ,86,8,110,sneakers,4.8
43,Adidas,Adidas NMD_CS1 Primeknit ,92,789,295,sneakers,4.6
44,Adidas,Adidas EQT Support Ultra Primeknit ,91,11340,116,sneakers,4.6
46,Adidas,Adidas Yeezy 350 Boost ,92,752,329,sneakers,4.6
50,Adidas,Adidas Retropy E5 ,95,2010,50,sneakers,4.7
51,Adidas,Adidas NMD_R1 Primeknit ,91,25266,55,sneakers,4.6
52,Adidas,Adidas Baseline ,89,1553,39,sneakers,4.4
54,Adidas,Adidas Puig ,77,13,65,sneakers,4.3
55,Adidas,Adidas Lite Racer ,90,39173,70,sneakers,4.5
57,Adidas,Adidas Questar BYD ,90,10263,80,sneakers,4.5
58,Adidas,Adidas ZX 750 ,90,15500,90,sneakers,4.5
59,Adidas,BAPE x Adidas NMD_R1 ,93,152,219,sneakers,4.7
60,Adidas,Adidas Pro Model 2G Low ,79,831,38,basketball-shoes,4.5
61,Adidas,Adidas Crazy BYW X 2.0 New ,83,29,60,basketball-shoes,4.8
62,Adidas,Adidas Harden Stepback 2 ,85,2028,54,basketball-shoes,4.5
63,Adidas,Adidas Harden Stepback 3 ,84,149,57,basketball-shoes,4.3
64,Adidas,Adidas Exhibit A ,86,61,54,basketball-shoes,4.5
65,Adidas,Adidas Trae Young 2 New ,58,22,140,basketball-shoes,2.8
66,Adidas,Adidas Pro Boost Low ,85,444,35,basketball-shoes,4.3
67,Adidas,Adidas Harden Vol. 5 ,77,794,59,basketball-shoes,4.1
68,Adidas,Adidas D Rose 4 ,84,14,50,basketball-shoes,4.6
69,Adidas,Adidas D Rose 11 ,88,397,55,basketball-shoes,4.4
71,Adidas,Adidas Dame 7 ,90,842,40,basketball-shoes,4.5
72,Adidas,Adidas Dame 8 ,90,825,60,basketball-shoes,4.6
73,Adidas,Adidas Trae Young 1 ,90,62,76,basketball-shoes,4.5
74,Adidas,Adidas Harden Vol. 6 ,90,238,68,basketball-shoes,4.6
75,Adidas,Adidas D.O.N. Issue #3 ,88,1127,45,basketball-shoes,4.6
76,Adidas,Adidas D.O.N. Issue #2 ,86,6290,35,basketball-shoes,4.3
77,Adidas,Adidas D Rose Son Of Chi ,87,398,64,basketball-shoes,4.6
78,Adidas,Adidas Exhibit B New ,84,6,44,basketball-shoes,4.8
79,Adidas,Adidas Yeezy BSKTBL Knit ,71,16,185,basketball-shoes,4.1
80,Adidas,Adidas T-Mac 1 New ,80,11,80,basketball-shoes,5.0
82,Adidas,Adidas D.O.N. Issue #4 New ,78,32,55,basketball-shoes,4.4
83,Adidas,Adidas T-Mac 2.0 Restomod ,85,99,50,basketball-shoes,4.6
84,Adidas,Adidas N3xt L3v3l Futurenatural ,83,132,70,basketball-shoes,4.3
85,Adidas,Adidas J Wall 2 ,82,427,140,basketball-shoes,4.5
86,Adidas,Adidas D Lillard 2 ,90,397,90,basketball-shoes,4.4
87,Adidas,Adidas D Lillard ,85,118,50,basketball-shoes,4.4
88,Adidas,Adidas D Lillard 3 ,88,1118,50,basketball-shoes,4.3
89,Adidas,Adidas Explosive Bounce ,87,430,140,basketball-shoes,4.4
90,Adidas,Adidas Terrex Free Hiker Lab test ,91,3103,100,hiking-boots,4.6
91,Adidas,Adidas Terrex Free Hiker GTX ,89,7573,120,hiking-boots,4.7
92,Adidas,Adidas Terrex Pathmaker CP ,83,932,86,hiking-boots,4.6
93,Adidas,Adidas Terrex AX4 GTX ,83,1720,100,hiking-boots,4.4
94,Adidas,Adidas Terrex Skychaser LT Mid GTX ,88,218,120,hiking-boots,4.4
95,Adidas,Adidas Terrex Skychaser XT Mid GTX ,77,501,318,hiking-boots,4.2
96,Adidas,Adidas Terrex Trailmaker Mid ,82,238,85,hiking-boots,4.5
97,Adidas,Adidas Terrex AX3 Mid GTX ,80,9618,225,hiking-boots,4.4
98,Adidas,Adidas Terrex Swift R2 Mid GTX ,85,15971,150,hiking-boots,4.5
99,Adidas,Adidas Terrex Trailmaker Mid GTX ,82,2266,102,hiking-boots,4.5
100,Adidas,Adidas Terrex AX3 Beta Mid CW ,78,1315,88,hiking-boots,4.3
101,Adidas,Adidas Terrex Swift R3 Mid GTX ,83,1071,126,hiking-boots,4.5
103,Adidas,Adidas Terrex Free Hyperblue Mid ,82,5,140,hiking-boots,5.0
105,Adidas,Adidas Powerlift 5 New ,87,87,32,training-shoes,4.6
106,Adidas,Adidas Adipower 2 ,90,3742,74,training-shoes,4.6
107,Adidas,Adidas Adipower 3 New ,87,875,63,training-shoes,4.5
108,Adidas,Adidas Pureboost Trainer ,81,1660,59,training-shoes,4.4
111,Adidas,Adidas Dropset Trainer ,89,392,59,training-shoes,4.6
112,Adidas,Adidas Powerlift 3.1 ,87,6882,69,training-shoes,4.7
114,Adidas,Adidas FitBoost Trainer ,85,216,92,training-shoes,4.5
115,Adidas,Adidas The Total New ,89,94,72,training-shoes,4.6
117,Adidas,Adidas Alphabounce Trainer ,86,351,50,training-shoes,4.3
119,Adidas,Adidas Power Perfect 3 ,91,3970,69,training-shoes,4.6
120,Adidas,Adidas Futurenatural ,82,747,46,training-shoes,4.4
121,Adidas,Adidas Trainer V ,87,600,59,training-shoes,4.5
122,Adidas,Adidas Crazy Power RK ,82,496,100,training-shoes,4.4
123,Adidas,Adidas Icon Trainer ,71,341,60,training-shoes,3.8
124,Adidas,Adidas Leistung 16 II ,87,1212,90,training-shoes,4.6
125,Adidas,Adidas Powerlift 4 ,90,18186,41,training-shoes,4.7
128,Adidas,Adidas AdiPower Weightlifting Shoes ,92,1964,165,training-shoes,4.7
129,Adidas,Adidas Terrex Free Hiker Cold.RDY ,89,836,212,hiking-shoes,4.6
130,Adidas,Adidas Terrex Free Hiker Parley ,88,842,130,hiking-shoes,4.5
131,Adidas,Adidas Terrex Swift R3 ,80,886,74,hiking-shoes,4.2
132,Adidas,Adidas Terrex Skychaser LT GTX ,81,3360,105,hiking-shoes,4.3
134,Adidas,Adidas Terrex Voyager ,78,691,45,hiking-shoes,4.2
135,Adidas,Adidas Terrex Swift R2 GTX Lab test ,88,48377,75,hiking-shoes,4.5
136,Adidas,Adidas Terrex Swift R3 GTX ,85,5806,48,hiking-shoes,4.3
137,Adidas,Adidas Terrex Hikster ,80,155,66,hiking-shoes,4.3
139,Adidas,Adidas Terrex Skychaser 2.0 GTX ,79,485,119,hiking-shoes,4.3
140,Adidas,Adidas Terrex Folgian Hiker ,79,347,75,hiking-shoes,4.3
141,Adidas,Adidas Terrex AX2R GTX ,83,2793,100,hiking-shoes,4.5
142,Adidas,Adidas Terrex Trailmaker ,84,1307,41,hiking-shoes,4.5
143,Adidas,Adidas Terrex Fast Mid GTX Surround ,87,396,110,hiking-shoes,4.2
144,Adidas,Adidas Terrex Trailmaker Primegreen ,88,58,68,hiking-shoes,4.7
145,Adidas,Adidas Terrex AX3 ,83,50296,50,hiking-shoes,4.4
146,Adidas,Adidas Terrex AX3 GTX ,80,15400,75,hiking-shoes,4.3
147,Adidas,Adidas Terrex AX4 Primegreen ,86,3955,50,hiking-shoes,4.3
148,Adidas,Adidas Terrex Eastrail ,87,10452,60,hiking-shoes,4.4
149,Adidas,Adidas Terrex Eastrail GTX ,81,6527,70,hiking-shoes,4.3
150,Adidas,Adidas Terrex Fast GTX Surround ,84,355,100,hiking-shoes,4.3
151,Adidas,Adidas Terrex Eastrail Mid GTX ,79,2836,130,hiking-shoes,4.4
152,Adidas,Adidas Caprock ,83,353,60,hiking-shoes,4.5
153,Adidas,Adidas Terrex Swift R2 ,84,20152,195,hiking-shoes,4.4
154,Adidas,Adidas Terrex Skychaser 2.0 ,82,1572,73,hiking-shoes,4.4
156,Adidas,Adidas Powerlift 5 New ,87,87,32,training-shoes,4.6
157,Adidas,Adidas Adipower 2 ,90,3742,74,training-shoes,4.6
158,Adidas,Adidas Adipower 3 New ,87,875,63,training-shoes,4.5
159,Adidas,Adidas Pureboost Trainer ,81,1660,59,training-shoes,4.4
162,Adidas,Adidas Dropset Trainer ,89,392,59,training-shoes,4.6
163,Adidas,Adidas Powerlift 3.1 ,87,6882,69,training-shoes,4.7
165,Adidas,Adidas FitBoost Trainer ,85,216,92,training-shoes,4.5
166,Adidas,Adidas The Total New ,89,94,72,training-shoes,4.6
168,Adidas,Adidas Alphabounce Trainer ,86,351,50,training-shoes,4.3
170,Adidas,Adidas Power Perfect 3 ,91,3970,69,training-shoes,4.6
171,Adidas,Adidas Futurenatural ,82,747,46,training-shoes,4.4
172,Adidas,Adidas Trainer V ,87,600,59,training-shoes,4.5
173,Adidas,Adidas Crazy Power RK ,82,496,100,training-shoes,4.4
174,Adidas,Adidas Icon Trainer ,71,341,60,training-shoes,3.8
175,Adidas,Adidas Leistung 16 II ,87,1212,90,training-shoes,4.6
176,Adidas,Adidas Powerlift 4 ,90,18186,41,training-shoes,4.7
179,Adidas,Adidas AdiPower Weightlifting Shoes ,92,1964,165,training-shoes,4.7
180,Adidas,Adidas Terrex Voyager 21 New ,90,1174,59,walking-shoes,4.5
181,Adidas,Adidas SoleCourt Parley ,81,348,239,tennis-shoes,4.4
183,Adidas,Adidas Stycon ,77,743,47,tennis-shoes,4.1
184,Adidas,Adidas Adizero Ubersonic 4 ,87,1230,68,tennis-shoes,4.2
185,Adidas,Adidas Adizero Ubersonic 3.0 ,90,2406,108,tennis-shoes,4.4
187,Adidas,Adidas SoleCourt Boost Clay ,83,943,95,tennis-shoes,4.2
188,Adidas,Adidas Stycon Clay ,73,230,80,tennis-shoes,3.9
189,Adidas,Adidas SoleCourt Primeblue ,79,203,90,tennis-shoes,4.2
190,Adidas,Adidas Adizero Ubersonic 3.0 Clay ,87,708,104,tennis-shoes,4.3
193,Adidas,Adidas Barricade Club ,86,2540,123,tennis-shoes,4.4
195,Adidas,Adidas Adizero Ubersonic 2.0 ,86,595,80,tennis-shoes,4.4
196,Adidas,Adidas Barricade ,87,4129,68,tennis-shoes,4.3
199,Adidas,Adidas SoleMatch Bounce ,81,2712,140,tennis-shoes,4.2
200,Adidas,Adidas GameCourt ,82,14072,62,tennis-shoes,4.2
201,Adidas,Adidas CourtJam Bounce ,84,4744,76,tennis-shoes,4.3
202,Adidas,Adidas Adizero Prime SP ,85,62,80,track-and-field-shoes,4.2
203,Adidas,Adidas Adizero Ambition 4 ,84,300,25,track-and-field-shoes,4.2
204,Adidas,Adidas Adizero Prime Finesse ,84,285,33,track-and-field-shoes,4.4
205,Adidas,Adidas Adizero Shotput ,88,204,120,track-and-field-shoes,4.6
206,Adidas,Adidas Adizero MD ,89,148,70,track-and-field-shoes,4.6
207,Adidas,Adidas Adizero LJ 2 ,83,12,65,track-and-field-shoes,4.9
208,Adidas,Adidas Adizero MD 2 ,76,25,28,track-and-field-shoes,4.4
209,Adidas,Adidas Adizero HJ ,83,220,120,track-and-field-shoes,4.3
211,Adidas,Adidas Adizero LJ ,88,214,65,track-and-field-shoes,4.6
212,Adidas,Adidas Adizero TJ/PV ,87,205,50,track-and-field-shoes,4.6
213,Adidas,Adidas Adizero Avanti ,82,137,26,track-and-field-shoes,4.3
214,Adidas,Adidas Adizero Accelerator ,87,142,34,track-and-field-shoes,4.4
216,Adidas,Adidas Jumpstar ,82,191,68,track-and-field-shoes,4.3
217,Adidas,Adidas Sprintstar ,88,1752,41,track-and-field-shoes,4.5
218,Adidas,Adidas Distancestar ,87,1217,17,track-and-field-shoes,4.4
219,Adidas,Adidas Adizero Ambition ,83,98,25,track-and-field-shoes,4.4
220,Adidas,Adidas Adizero Javelin Throw ,85,81,100,track-and-field-shoes,4.5
225,Adidas,Adidas Copa 20.3 Firm Ground ,86,4549,41,soccer-cleats,4.4
226,Adidas,Adidas Nemeziz 19+ Firm Ground ,85,108,110,soccer-cleats,4.4
227,Adidas,Adidas X Speedflow.1 FG ,85,92,182,soccer-cleats,4.2
228,Adidas,Adidas X 17.1 Firm Ground ,81,647,70,soccer-cleats,4.3
229,Adidas,Adidas Copa 19.4 Turf ,82,423,65,soccer-cleats,4.2
230,Adidas,Adidas Predator 20.1 Shoes ,89,85,67,soccer-cleats,4.7
231,Adidas,Adidas Nemeziz 19.1 Firm Ground ,86,360,91,soccer-cleats,4.4
234,Adidas,Adidas Copa Sense.1 FG New ,78,108,92,soccer-cleats,4.2
235,Adidas,Adidas Nemeziz 17+ 360 Agility Firm Ground ,90,257,85,soccer-cleats,4.5
237,Adidas,Adidas Copa 20.1 Firm Ground ,81,214,101,soccer-cleats,4.3
238,Adidas,Adidas Copa 19.3 Firm Ground ,80,1410,40,soccer-cleats,4.3
239,Adidas,Adidas Copa 19.4 Firm Ground ,84,2829,61,soccer-cleats,4.3
240,Adidas,Adidas Nemeziz Messi 19.1 Firm Ground ,86,77,80,soccer-cleats,4.6
241,Adidas,Adidas Copa Sense+ FG ,82,94,145,soccer-cleats,4.3
243,Adidas,Adidas Predator Mutator 20.1 Firm Ground ,75,372,126,soccer-cleats,4.0
244,Adidas,Adidas Nemeziz 19.3 Indoor ,86,1784,59,soccer-cleats,4.5
247,Adidas,Adidas Predator Edge+ FG ,87,57,159,soccer-cleats,4.6
248,Adidas,Adidas Predator Freak.1 FG New ,80,495,250,soccer-cleats,4.2
249,Adidas,Adidas Predator Freak+ ,89,326,190,soccer-cleats,4.5
250,Adidas,Adidas Predator 20.2 Firm Ground ,83,2068,75,soccer-cleats,4.4
251,Adidas,Adidas Adizero Primeknit ,89,757,65,football-cleats,4.5
252,Adidas,Adidas Adizero Scorch New ,87,204,60,football-cleats,4.4
253,Adidas,Adidas Adizero 11.0 ,90,123,167,football-cleats,4.5
254,Adidas,Adidas Adizero 8.0 ,92,3392,42,football-cleats,4.6
255,Adidas,Adidas Freak Ultra ,84,188,45,football-cleats,4.2
257,Adidas,Adidas Freak Carbon Mid ,87,1030,80,football-cleats,4.3
258,Adidas,Adidas Freak Carbon Low ,88,1218,55,football-cleats,4.4
259,Adidas,Adidas Freak X Carbon Mid ,87,2046,80,football-cleats,4.4
261,Adidas,Adidas Freak Ultra Primeknit ,84,52,100,football-cleats,4.2
265,Adidas,Adidas Tech Response ,85,79584,35,golf-shoes,4.6
266,Adidas,Adidas S2G ,84,10086,49,golf-shoes,4.7
267,Adidas,Adidas Tour360 XT SL ,92,11358,80,golf-shoes,4.6
268,Adidas,Adidas ForgeFiber BOA ,90,1146,170,golf-shoes,4.5
269,Adidas,Adidas ZG21 ,94,3490,48,golf-shoes,4.6
270,Adidas,Adidas ZG21 BOA ,88,489,110,golf-shoes,4.5
271,Adidas,Adidas Tour360 22 ,87,649,121,golf-shoes,4.2
272,Adidas,Adidas CodeChaos BOA ,91,385,110,golf-shoes,4.6
273,Adidas,Adidas Stan Smith Golf ,88,1311,96,golf-shoes,4.5
274,Adidas,Adidas Tech Response 2.0 ,84,3334,38,golf-shoes,4.7
275,Adidas,Adidas Samba Golf New ,80,7,120,golf-shoes,4.6
276,Adidas,Adidas CodeChaos 22 New ,93,254,98,golf-shoes,4.6
277,Adidas,Adidas Adipure ,84,278,90,golf-shoes,4.1
278,Adidas,Adidas Tour360 XT ,91,3465,70,golf-shoes,4.7
279,Adidas,Adidas CP Traxion BOA ,87,1176,55,golf-shoes,4.5
280,Adidas,Adidas Tour360 Knit ,88,769,52,golf-shoes,4.5
282,Adidas,Adidas Tour360 XT SL BOA ,82,288,177,golf-shoes,4.5
283,Adidas,Adidas CodeChaos ,89,5616,72,golf-shoes,4.6
284,Adidas,Adidas Adicross Bounce ,87,2449,55,golf-shoes,4.5
285,Adidas,Adidas Crossknit Boost ,84,470,130,golf-shoes,4.3
286,Adidas,Adidas Adicross Bounce 2.0 ,81,2277,55,golf-shoes,4.5
287,Adidas,Adidas CP Traxion Spikeless ,88,2894,65,golf-shoes,4.6
288,Adidas,Adidas Tour360 XT Primeknit ,92,2370,113,golf-shoes,4.6
290,Adidas,Five Ten Freerider DLX ,85,410,63,cycling-shoes,4.6
291,Adidas,Adidas Adizero Boston 10 ,85,1896,57,running-shoes,4.3
292,Adidas,Adidas Terrex Two Ultra Parley ,85,740,72,running-shoes,4.4
293,Adidas,Adidas Pureboost Go ,90,21890,45,running-shoes,4.5
294,Adidas,Adidas Adizero Boston Boost 6 ,89,2221,80,running-shoes,4.4
295,Adidas,Adidas Adizero Prime X ,90,278,170,running-shoes,4.6
297,Adidas,Adidas Ultraboost 21 Lab test ,89,40622,50,running-shoes,4.6
298,Adidas,Adidas Adizero Adios 6 ,87,1146,34,running-shoes,4.4
299,Adidas,Adidas Alphabounce RC ,79,3063,130,running-shoes,4.4
300,Adidas,Adidas Energy Boost 3 ,84,1796,80,running-shoes,4.4
301,Adidas,Adidas Ultraboost 19 ,91,83778,100,running-shoes,4.7
302,Adidas,Adidas Adizero Adios Pro 3 ,91,191,175,running-shoes,4.6
303,Adidas,Adidas Ultraboost PB ,90,5167,70,running-shoes,4.5
304,Adidas,Adidas Terrex Agravic XT ,79,200,105,running-shoes,4.4
305,Adidas,Adidas Solarboost 3 ,87,352,160,running-shoes,4.3
306,Adidas,Adidas Rockadia Trail 3 ,78,5270,58,running-shoes,4.3
307,Adidas,Adidas Nova Flow ,79,7439,38,running-shoes,4.4
308,Adidas,Adidas Terrex Speed Ultra Lab test ,90,1098,70,running-shoes,4.5
309,Adidas,Adidas 4D Fusio ,76,1096,105,running-shoes,4.2
310,Adidas,Adidas Ultraboost 5.0 DNA ,91,14641,100,running-shoes,4.7
311,Adidas,Adidas Terrex Agravic Speed ,85,955,83,running-shoes,4.2
312,Adidas,Adidas Response Super 2.0 ,80,4623,47,running-shoes,4.4
313,Adidas,Adidas Adizero RC 2 ,84,1065,104,running-shoes,4.4
314,Adidas,Adidas Alphabounce AMS ,83,361,175,running-shoes,4.4
315,Adidas,Adidas Edge Runner ,79,221,90,running-shoes,4.4
316,Adidas,Adidas Pureboost 21 ,80,1176,37,running-shoes,4.5
317,Adidas,Adidas Solar Glide ,88,10388,51,running-shoes,4.4
318,Adidas,Adidas Terrex Tracerocker ,86,3354,57,running-shoes,4.4
319,Adidas,Adidas Solar Boost ST 19 ,84,1891,95,running-shoes,4.5
320,Adidas,Adidas Adizero Takumi Sen 8 ,88,190,120,running-shoes,4.5
322,Adidas,Adidas NMD_R1 ,92,181058,45,sneakers,4.6
323,Adidas,Adidas Rivalry RM Low ,91,138,65,sneakers,4.6
324,Adidas,Adidas NMD_R2 Primeknit ,88,4255,80,sneakers,4.4
325,Adidas,Adidas SL 7600 ,79,36,35,sneakers,4.4
326,Adidas,Adidas NMD_TS1 Primeknit ,92,2389,139,sneakers,4.6
327,Adidas,Adidas NMD_CS2 Primeknit ,85,1024,90,sneakers,4.3
328,Adidas,Adidas NMD_XR1 Primeknit ,88,2651,120,sneakers,4.4
329,Adidas,Adidas AW Run Mid ,83,29,250,sneakers,4.6
